Datum;ARTH - Kumulierter Niederschlag (mm oder Liter/m2)
05.08.2024 00:00;4465.1
06.08.2024 00:00;4465.1
07.08.2024 00:00;4471.4
08.08.2024 00:00;4478.8
09.08.2024 00:00;4478.8
10.08.2024 00:00;4478.8
11.08.2024 00:00;4478.8
12.08.2024 00:00;4487.5
13.08.2024 00:00;4487.5
14.08.2024 00:00;4495.5
15.08.2024 00:00;4495.5
16.08.2024 00:00;4531.2
17.08.2024 00:00;4537
18.08.2024 00:00;4556.1
19.08.2024 00:00;4556.8
20.08.2024 00:00;4556.8
21.08.2024 00:00;4556.9
22.08.2024 00:00;4556.9
23.08.2024 00:00;4556.9
24.08.2024 00:00;4563.9
25.08.2024 00:00;4582.5
26.08.2024 00:00;4585.1
27.08.2024 00:00;4585.1
28.08.2024 00:00;4585.1
29.08.2024 00:00;4585.1
30.08.2024 00:00;4585.1
31.08.2024 00:00;4585.1
01.09.2024 00:00;4626.1
02.09.2024 00:00;4626.5
03.09.2024 00:00;4626.5
04.09.2024 00:00;4626.6
05.09.2024 00:00;4630.7
06.09.2024 00:00;4630.7
07.09.2024 00:00;4630.7
08.09.2024 00:00;4646.3
09.09.2024 00:00;4657.9
10.09.2024 00:00;4658.1
11.09.2024 00:00;4675.8
12.09.2024 00:00;4681.2
13.09.2024 00:00;4694.2
14.09.2024 00:00;4697
15.09.2024 00:00;4697
16.09.2024 00:00;4698
17.09.2024 00:00;4698.9
18.09.2024 00:00;4698.9
19.09.2024 00:00;4698.9
20.09.2024 00:00;4698.9
21.09.2024 00:00;4698.9
22.09.2024 00:00;4699
23.09.2024 00:00;4715.1
24.09.2024 00:00;4715.4
25.09.2024 00:00;4715.5
26.09.2024 00:00;4743.5
27.09.2024 00:00;4750.4
28.09.2024 00:00;4784.6
29.09.2024 00:00;4784.6
30.09.2024 00:00;4785.6
01.10.2024 00:00;4785.7
02.10.2024 00:00;4785.7
03.10.2024 00:00;4785.8
04.10.2024 00:00;4785.8
05.10.2024 00:00;4785.8
06.10.2024 00:00;4785.8
07.10.2024 00:00;4785.8
08.10.2024 00:00;4785.8
09.10.2024 00:00;4842
10.10.2024 00:00;4842.1
11.10.2024 00:00;4842.1
12.10.2024 00:00;4842.1
13.10.2024 00:00;4842.1
14.10.2024 00:00;4842.1
15.10.2024 00:00;4842.1
16.10.2024 00:00;4842.1
17.10.2024 00:00;4842.1
18.10.2024 00:00;4842.1
19.10.2024 00:00;4842.1
20.10.2024 00:00;4842.1
21.10.2024 00:00;4842.1
22.10.2024 00:00;4842.2
23.10.2024 00:00;4842.2
24.10.2024 00:00;4842.2
25.10.2024 00:00;4842.2
26.10.2024 00:00;4842.2
27.10.2024 00:00;4842.2
28.10.2024 00:00;4842.2
29.10.2024 00:00;4842.5
30.10.2024 00:00;4842.5
31.10.2024 00:00;4842.5
01.11.2024 00:00;4842.5
02.11.2024 00:00;4842.6
03.11.2024 00:00;4842.6
04.11.2024 00:00;4842.6
05.11.2024 00:00;4842.6
06.11.2024 00:00;4842.7
07.11.2024 00:00;4842.7
08.11.2024 00:00;4842.7
09.11.2024 00:00;4842.7
10.11.2024 00:00;4842.7
11.11.2024 00:00;4857.1
12.11.2024 00:00;4861.4
13.11.2024 00:00;4862.4
14.11.2024 00:00;4862.4
15.11.2024 00:00;4862.4
16.11.2024 00:00;4862.4
17.11.2024 00:00;4862.5
18.11.2024 00:00;4863.1
19.11.2024 00:00;4865.5
20.11.2024 00:00;4888.7
21.11.2024 00:00;4888.7
22.11.2024 00:00;4890.8
