station_no;station_id;station_name;parametertype_name;stationparameter_name;site_name;river_name;station_local_x;station_local_y
LUKSI1.3;22057;1.3 Dürrenbach;;;Escholzmatt-Marbach;;2632882.39;1196015.972
LUKSI1.4;22062;1.4 Luthern;;;Luthern;;2636438.52;1213177.024
LUKSI14.0;21954;14.0 ACHERIWALD;;;Kerns;;2665429.682;1196924.876
LUKSI14.1;21874;14.1 Zmatt;;;Alpnach;;2665471.713;1202207.884
LUKSI14.2;22108;14.2 Grosse Schliere;;;Alpnach;;2663809.677;1197892.886
LUKSI14.3;22125;14.3 Sarner Aa;;;Sarnen;;2663092.653;1196367.871
LUKSI14.4;21943;14.4 Sarnen Süd;;;Sarnen;;2661750.62;1193187.85
LUKSI14.6;21938;14.6 Giswil Nord;;;Sachseln;;2658020.557;1188234.82
LUKSI15.0;21988;15.0 LUNGERN;;;Lungern;;2655171.515;1183063.806
LUKSI15.1;22034;15.1 Buchholzbrücke;;;Giswil;;2656842.546;1186335.806
LUKSI15.2;21853;15.2 Brünig 998 müM.;;;Meiringen;;2653564.485;1178964.782
LUKSI15.3;21994;15.3 Brünigpass;;;Meiringen;;2653334.48;1178596.778
UR1208-SB407;97211;2 TG Gotthard;;;Göschenen;;2688328.435;1169586.62
UR1208-SB408;97212;2 TG Gotthard;;;Wassen;;2688286.445;1170695.63
LUKSI2.0;22106;2.0 SCHÜPFHEIM;;;Schüpfheim;;2643951.52;1197617.922
LUKSI2.1;22073;2.1 Schwarzenberg;;;Schwarzenberg;;2655588.691;1208154.948
LUKSI2.2;22021;2.2 Sörenberg;;;Flühli;;2644744.503;1186212.912
LUKSI2.3;21921;2.3 Finsterwald;;;Entlebuch;;2651031.634;1201867.963
LUKSI2.4;21894;2.4 Schwarzenberg;;;Schwarzenberg;;2655584.691;1207865.946
LUKSI2.5;22020;2.5 Hirsegg;;;Flühli;;2643925.465;1189448.938
LUKSI2.6;21867;2.6 Hirseggstutz;;;Flühli;;2643862.464;1188984.934
LUKSI3.0;21883;3.0 Gettnau;;;Gettnau;;2639385.582;1220759.088
LUKSI3.1;22102;3.1 ROGGLISWIL;;;Roggliswil;;2633371.558;1230163.193
LUKSI3.2;21908;3.2 Ufhusen;;;Ufhusen;;2633466.503;1219517.129
LUKSI3.3;21886;3.3 Hergiswil;;;Hergiswil bei Willisau;;2639705.589;1215648.032
LUKSI3.4;22137;3.4 Schwanderholz;;;Werthenstein;;2648352.646;1208990.974
LUKSI3.5;21899;3.5 Fontannen / Romoos;;;Romoos;;2644971.579;1207135.99
LUKSI3.6;21936;3.6 Menznau;;;Menznau;;2644668.588;1215509.029
LUKSI3.7;21927;3.7 Menzberg;;;Menznau;;2642467.557;1211225.989
LUKSI3.8;21977;3.8 Menzberg;;;Menznau;;2642552.558;1211285.989
LUKSI4.0;21881;4.0 BUTTISHOLZ;;;Buttisholz;;2650676.661;1219220.039
LUKSI4.1;21891;4.1 Wikon;;;Wikon;;2648361.67;1226829.099
LUKSI4.10;21967;4.10 Knutwilerhöhe;;;Knutwil;;2639947.566;1234508.156
LUKSI4.11;22036;4.11 Buchs;;;Dagmersellen;;2645583.627;1228510.091
LUKSI4.12;21987;4.12 Triechterbrücke;;;Schenkon;;2652327.706;1225019.094
LUKSI4.13;21892;4.13 Sempach Station;;;Sempach;;2657902.801;1218474.942
LUKSI4.15;22031;4.15 Truttigen;;;Neuenkirch;;2659325.818;1219680.94
LUKSI4.2;22084;4.2 Kottwil;;;Ettiswil;;2646554.66;1224186.08
LUKSI4.3;22040;4.3 Neuenkirch;;;Neuenkirch;;2656576.767;1218592.951
LUKSI4.4;21866;4.4 Ruswil;;;Ruswil;;2654518.708;1213594.909
LUKSI4.5;22015;4.5 Umf. Malters;;;Malters;;2651830.669;1210692.953
LUKSI4.6;21983;4.6 Triengen;;;Triengen;;2647682.686;1233259.084
LUKSI4.7;22094;4.7 Alberswil;;;Alberswil;;2642582.63;1223048.079
LUKSI4.8;21946;4.8 Stängelmatten;;;Dagmersellen;;2640769.578;1229160.122
LUKSI4.9;21893;4.9 Oberkirch;;;Oberkirch;;2650497.682;1223510.083
LUKSI5.0;22047;5.0 RICKENBACH;;;Rickenbach (LU);;2654626.738;1229750.031
LUKSI5.1;21878;5.1 Hildisrieden;;;Hildisrieden;;2659057.807;1224316.039
LUKSI5.2;22037;5.2 Herlisberg;;;Römerswil;;2659611.756;1228184.004
LUKSI5.3;21871;5.3 Schlierbach;;;Schlierbach;;2650784.702;1230426.045
LUKSI5.4;21968;5.4 Gunzwil;;;Beromünster;;2654365.745;1227028.103
LUKSI6.0;21964;6.0 Eschenbach;;;Eschenbach (LU);;2666847.763;1221564.902
LUKSI6.1;22112;6.1 Aesch;;;Aesch (LU);;2660533.749;1235074.005
LUKSI6.2;21945;6.2 HÄMIKON-BERG;;;Hitzkirch;;2661950.812;1222838.91
LUKSI6.2K;21915;6.2 Traselingen;;;Hildisrieden;;2665232.777;1232747.973
LUKSI6.3;22118;6.3 Schongau;;;Schongau;;2661593.748;1235469
LUKSI6.4;21911;6.4 Müswangen;;;Hitzkirch;;2664682.776;1232482.964
LUKSI7.0;22095;7.0 MEIERSKAPPEL;;;Meierskappel;;2674734.753;1217867.84
LUKSI7.1;22115;7.1 Gisikon;;;Gisikon;;2672603.768;1220323.812
LUKSI7.2;22138;7.2 Buchrain;;;Buchrain;;2669097.788;1217243.854
LUKSI7.3;22078;7.3 Reussbrücke;;;Dietwil;;2668539.784;1216931.862
LUKSI7.4;22063;7.4 Lorzebrücke;;;Cham;;2676717.786;1227375.864
LUKSI7.5;22130;7.5 Lissibachbrücke;;;Baar;;2683763.818;1229458.844
LUKSI7.6;21889;7.6 Fänn;;;Küssnacht (SZ);;2677087.752;1218560.838
LUKSI7.7;22124;7.7 Udligenswil;;;Udligenswil;;2673421.748;1216476.839
LUKSI8.0;21976;8.0 Littauerboden;;;Luzern;;2661460.758;1211523.924
LUKSI8.1;22113;8.1 ROTHENBURG;;;Rothenburg;;2666336.765;1205909.887
LUKSI8.10;22099;8.10 Haltiwald N;;;Horw;;2662319.807;1217585.938
LUKSI8.11;22097;8.11 Stans;;;Stans;;2670875.711;1202076.831
LUKSI8.12;22093;8.12 Rotsee;;;Ebikon;;2665048.807;1213450.91
LUKSI8.2;21955;8.2 Schlund;;;Kriens;;2665300.773;1207829.898
LUKSI8.3;21918;8.3 Littau;;;Luzern;;2661814.753;1210774.918
LUKSI8.5;22083;8.5 Rotbach N;;;Emmen;;2662379.787;1214971.929
LUKSI8.6;22030;8.6 Rotbach K;;;Emmen;;2662227.787;1215122.93
LUKSI8.7;21857;8.7 Rüeggisingerbrücke;;;Emmen;;2664082.812;1214921.943
LUKSI8.8;22048;8.8 Bermudadreieck;;;Ebikon;;2665175.81;1213689.909
LUKSI8.9;21922;8.9 Grosshofbrücke;;;Kriens;;2665112.781;1209975.899
LUKSI9.0;22035;9.0 WEGGIS;;;Weggis;;2674926.756;1210870.836
LUKSI9.1;21941;9.1 Vitznau;;;Vitznau;;2679538.757;1206691.854
LUKSI9.2;22076;9.2 Beckenried;;;Beckenried;;2680127.745;1201627.82
UR1214-PB009;64256;A Pro-Strasse (1214.09, EAWAG: 8);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seedorf (UR);;2689824.604;1193314.616
UR1214-PB009;64256;A Pro-Strasse (1214.09, EAWAG: 8);Grundwasserspiegel;Grundwasserspiegel;Seedorf (UR);;2689824.604;1193314.616
UR1214-PB009;64256;A Pro-Strasse (1214.09, EAWAG: 8);Wassertemperatur;Wassertemperatur;Seedorf (UR);;2689824.604;1193314.616
UR1205-Q5056;61711;A dr First;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2703230.705;1197609.681
UR1205-Q5056;61711;A dr First;pH-Wert;pH-Wert;Bürglen (UR);;2703230.705;1197609.681
UR1205-Q5056;61711;A dr First;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2703230.705;1197609.681
UR1205-Q5056;61711;A dr First;Quellschüttung;Quellschüttung;Bürglen (UR);;2703230.705;1197609.681
UR1206-SB469;64876;A2, Nördl. Taubachtunnel (HWS1);;;Erstfeld;;2691790.634;1186689.565
UR1206-SB470;64875;A2, Nördl. Taubachtunnel (HWS2);;;Erstfeld;;2691810.633;1186434.557
UR1206-SB472;65029;A2, Südl. Taubachtunnel, Wiler  (HWS4);;;Erstfeld;;2692380.615;1185679.553
UR1206-SB471;65030;A2, Südl. Taubachtunnel, Wiler (HWS3);;;Erstfeld;;2692180.617;1185719.555
UR1206-SB473;65028;A2, Südl. Taubachtunnel, Wiler (HWS5);;;Erstfeld;;2692400.616;1185749.553
UR1206-SB475;65026;A2, Südl. Taubachtunnel, Wiler (HWS7);;;Erstfeld;;2692450.615;1185649.553
UR1201-PB050;65820;ARA Altdorf (B10);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690582.611;1193450.608
UR1201-PB050;65820;ARA Altdorf (B10);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690582.611;1193450.608
UR1201-PB050;65820;ARA Altdorf (B10);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690582.611;1193450.608
UR1201-PB051;65819;ARA Altdorf (B11);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690544.611;1193469.609
UR1201-PB051;65819;ARA Altdorf (B11);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690544.611;1193469.609
UR1201-PB051;65819;ARA Altdorf (B11);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690544.611;1193469.609
UR1201-PB048;65822;ARA Altdorf (B8);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690631.612;1193488.608
UR1201-PB048;65822;ARA Altdorf (B8);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690631.612;1193488.608
UR1201-PB048;65822;ARA Altdorf (B8);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690631.612;1193488.608
UR1201-PB049;65821;ARA Altdorf (B9);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690595.612;1193512.609
UR1201-PB049;65821;ARA Altdorf (B9);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690595.612;1193512.609
UR1201-PB049;65821;ARA Altdorf (B9);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690595.612;1193512.609
UR1201-SB473;65484;ARA Altdorf (SB1);;;Altdorf (UR);;2690590.61;1193379.608
UR1201-SB477;65481;ARA Altdorf (alt: B12, alt 1201-052);;;Altdorf (UR);;2690555.61;1193411.608
UR1201-PB052;65818;ARA Altdorf (alt: B12, neu 1201-477);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690555.61;1193411.608
UR1201-PB052;65818;ARA Altdorf (alt: B12, neu 1201-477);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690555.61;1193411.608
UR1201-PB052;65818;ARA Altdorf (alt: B12, neu 1201-477);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690555.61;1193411.608
URNS02;104514;ARA Andermatt;Niederschlag;Niederschlag;Andermatt;;2688200;1166290
UR1202-PB029;63571;ARA Andermatt;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688226.423;1166258.637
UR1202-PB029;63571;ARA Andermatt;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688226.423;1166258.637
UR1202-PB029;63571;ARA Andermatt;Wassertemperatur;Wassertemperatur;Andermatt;;2688226.423;1166258.637
UR1202-PB030;63572;ARA Andermatt;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688202.423;1166245.637
UR1202-PB030;63572;ARA Andermatt;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688202.423;1166245.637
UR1202-PB030;63572;ARA Andermatt;Wassertemperatur;Wassertemperatur;Andermatt;;2688202.423;1166245.637
UR1202-PB031;63573;ARA Andermatt;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688152.425;1166279.637
UR1202-PB031;63573;ARA Andermatt;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688152.425;1166279.637
UR1202-PB031;63573;ARA Andermatt;Wassertemperatur;Wassertemperatur;Andermatt;;2688152.425;1166279.637
UR1202-SB476;63773;ARA Andermatt zerstörter Piezometer;;;Andermatt;;2688212.425;1166315.638
UR1206-SB424;65054;ARA Erstfeld;;;Erstfeld;;2691950.623;1187754.561
UR1206-SB423;65055;ARA Erstfeld;;;Erstfeld;;2691980.623;1187769.56
UR1206-PB070;65211;ARA Erstfeld (alt P2);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2691930.623;1187714.561
UR1206-PB070;65211;ARA Erstfeld (alt P2);Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2691930.623;1187714.561
UR1206-PB070;65211;ARA Erstfeld (alt P2);Wassertemperatur;Wassertemperatur;Erstfeld;;2691930.623;1187714.561
UR1206-SB541;64963;ARA Erstfeld (alt P4, ehem. 1206-071);;;Erstfeld;;2691995.623;1187819.56
UR1206-PB072;65210;ARA Erstfeld (alt P5);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692035.623;1187769.559
UR1206-PB072;65210;ARA Erstfeld (alt P5);Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692035.623;1187769.559
UR1206-PB072;65210;ARA Erstfeld (alt P5);Wassertemperatur;Wassertemperatur;Erstfeld;;2692035.623;1187769.559
UR1202-PB028;63570;ARA, zerstört neu: 1202-476;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688212.425;1166315.638
UR1202-PB028;63570;ARA, zerstört neu: 1202-476;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688212.425;1166315.638
UR1202-PB028;63570;ARA, zerstört neu: 1202-476;Wassertemperatur;Wassertemperatur;Andermatt;;2688212.425;1166315.638
UR1202-SB466;63656;ARA-Stollen Andermatt;;;Andermatt;;2688230.424;1166279.637
UR1202-SB467;63657;ARA-Stollen Andermatt;;;Andermatt;;2688280.426;1166389.638
UR1202-SB468;63658;ARA-Stollen Andermatt;;;Andermatt;;2688285.426;1166424.639
UR1202-SB469;63659;ARA-Stollen Andermatt;;;Andermatt;;2688285.426;1166429.639
UR1201-PB087;65784;ARBA Recycling;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690705.6;1192134.595
UR1201-PB087;65784;ARBA Recycling;Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690705.6;1192134.595
UR1201-PB087;65784;ARBA Recycling;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690705.6;1192134.595
UR1206-SB528;64973;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692081.622;1188292.563
UR1206-SB527;64974;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692157.624;1188250.564
UR1206-SB526;64975;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692174.624;1188281.565
UR1206-SB525;64976;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692241.626;1188159.565
UR1206-SB524;64977;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692240.626;1188187.565
UR1206-SB523;64978;ATG Chalchofen Sondierbohrungen;;;Erstfeld;;2692238.626;1188197.566
UR1201-PB090;65781;ATG, Kornrüti;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690779.599;1191923.593
UR1201-PB090;65781;ATG, Kornrüti;Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690779.599;1191923.593
UR1201-PB090;65781;ATG, Kornrüti;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690779.599;1191923.593
UR1201-PB089;65782;ATG, Reussacher;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690822.599;1191861.592
UR1201-PB089;65782;ATG, Reussacher;Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690822.599;1191861.592
UR1201-PB089;65782;ATG, Reussacher;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690822.599;1191861.592
UR1213-PB051;64539;ATG, Ried;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2691537.608;1190006.574
UR1213-PB051;64539;ATG, Ried;Grundwasserspiegel;Grundwasserspiegel;Schattdorf;;2691537.608;1190006.574
UR1213-PB051;64539;ATG, Ried;Wassertemperatur;Wassertemperatur;Schattdorf;;2691537.608;1190006.574
UR1213-PB052;64538;ATG, Schächli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2691334.604;1190450.578
UR1213-PB052;64538;ATG, Schächli;Grundwasserspiegel;Grundwasserspiegel;Schattdorf;;2691334.604;1190450.578
UR1213-PB052;64538;ATG, Schächli;Wassertemperatur;Wassertemperatur;Schattdorf;;2691334.604;1190450.578
UR1213-PB050;64540;ATG, Siechenried;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2691478.609;1189808.574
UR1213-PB050;64540;ATG, Siechenried;Grundwasserspiegel;Grundwasserspiegel;Schattdorf;;2691478.609;1189808.574
UR1213-PB050;64540;ATG, Siechenried;Wassertemperatur;Wassertemperatur;Schattdorf;;2691478.609;1189808.574
UR1201-PB088;65783;ATG, Wysshusmatte;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2691152.599;1191231.583
UR1201-PB088;65783;ATG, Wysshusmatte;Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2691152.599;1191231.583
UR1201-PB088;65783;ATG, Wysshusmatte;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2691152.599;1191231.583
UR1202-PB038;63816;ATR 08-1;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688124.419;1166040.633
UR1202-PB038;63816;ATR 08-1;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688124.419;1166040.633
UR1202-PB038;63816;ATR 08-1;Wassertemperatur;Wassertemperatur;Andermatt;;2688124.419;1166040.633
UR1202-PB039;63817;ATR 08-2;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688088.416;1165896.63
UR1202-PB039;63817;ATR 08-2;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688088.416;1165896.63
UR1202-PB039;63817;ATR 08-2;Wassertemperatur;Wassertemperatur;Andermatt;;2688088.416;1165896.63
UR1202-PB040;63818;ATR 08-3;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688220.417;1165997.631
UR1202-PB040;63818;ATR 08-3;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688220.417;1165997.631
UR1202-PB040;63818;ATR 08-3;Wassertemperatur;Wassertemperatur;Andermatt;;2688220.417;1165997.631
UR1202-PB041;63819;ATR 08-4;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688230.413;1165844.628
UR1202-PB041;63819;ATR 08-4;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688230.413;1165844.628
UR1202-PB041;63819;ATR 08-4;Wassertemperatur;Wassertemperatur;Andermatt;;2688230.413;1165844.628
UR1202-PB042;63820;ATR 08-5;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688421.414;1165970.63
UR1202-PB042;63820;ATR 08-5;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688421.414;1165970.63
UR1202-PB042;63820;ATR 08-5;Wassertemperatur;Wassertemperatur;Andermatt;;2688421.414;1165970.63
UR1202-PB043;63821;ATR 08-6;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2687989.415;1165821.628
UR1202-PB043;63821;ATR 08-6;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2687989.415;1165821.628
UR1202-PB043;63821;ATR 08-6;Wassertemperatur;Wassertemperatur;Andermatt;;2687989.415;1165821.628
UR1202-PB044;63822;ATR 08-7;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688530.403;1165572.622
UR1202-PB044;63822;ATR 08-7;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688530.403;1165572.622
UR1202-PB044;63822;ATR 08-7;Wassertemperatur;Wassertemperatur;Andermatt;;2688530.403;1165572.622
UR1202-PB045;63823;ATR 08-8;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2688083.422;1166163.635
UR1202-PB045;63823;ATR 08-8;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2688083.422;1166163.635
UR1202-PB045;63823;ATR 08-8;Wassertemperatur;Wassertemperatur;Andermatt;;2688083.422;1166163.635
UR1202-PB046;63824;ATR 09-1;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2687763.399;1165127.615
UR1202-PB046;63824;ATR 09-1;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2687763.399;1165127.615
UR1202-PB046;63824;ATR 09-1;Wassertemperatur;Wassertemperatur;Andermatt;;2687763.399;1165127.615
UR1202-SB477;63777;ATR, 09-2;;;Andermatt;;2688255.419;1166099.633
UR1202-SB478;63778;ATR, 09-3;;;Andermatt;;2688265.417;1166014.632
UR1202-SB479;63779;ATR, 11-16;;;Andermatt;;2688185.419;1166054.633
UR1202-SB480;63780;ATR, Rammsondierungen;;;Andermatt;;2688160.417;1165969.631
UR1201-SB482;65476;AVIA Tankstelle Flüelerstrasse (Baggerschlitze, Ra;;;Altdorf (UR);;2691000.618;1193679.611
ZGPQ1010;21863;Aabach - Brücke (ZG);;;Risch;;2677575.759;1218849.829
CHPQ2416;21960;Aabach - Hitzkirch, Richensee;Abfluss;Abfluss;Hitzkirch;Aabach;2661390.761;1230219.968
CHPQ2416;21960;Aabach - Hitzkirch, Richensee;Pegel;Pegel;Hitzkirch;Aabach;2661390.761;1230219.968
CHPQ2416;21960;Aabach - Hitzkirch, Richensee;Wassertemperatur;Wassertemperatur;Hitzkirch;Aabach;2661390.761;1230219.968
AGPQ398;21951;Aabach - Schloss Hallwyl (AG);Abfluss;Abfluss;Seengen;;2657169.787;1241646.065
AGPQ347;22065;Aabach - Seengen (AG);Abfluss;Abfluss;Seengen;Aabach;2656660;1242051
LUSZ348;38510;Aabach Baldeggersee;MSK Klassifizierung;MSK Klassifizierung;Hitzkirch;Aabach;2661389;1230206
LUSZ348;38510;Aabach Baldeggersee;Fracht;Fracht;Hitzkirch;Aabach;2661389;1230206
LUSZ348;38510;Aabach Baldeggersee;Abfluss;Abfluss;Hitzkirch;Aabach;2661389;1230206
LUFGB019;346347;Aabach Hitzkirch;;;Hitzkirch;;;
SZOG026;43462;Aabach Küssnacht;Abfluss;Abfluss;Küssnacht (SZ);;2677080;1218570
LUFG018;501911;Aabach Mosen;;;Hitzkirch;Aabach;2659896;1232903
LUFGBB010;346275;Aabach Mosen;;;Hitzkirch;;;
AGSZ598;38561;Aabach Schloss Hallwil AG;Fracht;Fracht;Seengen;Aabach;2657170;1241646
LUFG347;38509;Aabach vor Brücke Richensee Stichprobe;Abfluss;Abfluss;Hitzkirch;Aabach;2661394;1230186
SZFGB226;346402;Aabach, Erlibach Küssnacht;;;Küssnacht (SZ);;;
SZOG213;43472;Aberenbach;;;Innerthal;;2711000;1212253
UR1204-Q1033;61350;Abluftschacht Huttegg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;pH-Wert;pH-Wert;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;Sauerstoff, gelöst;Sauerstoff, gelöst;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;Wassertemperatur;Wassertemperatur;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;Quellschüttung;Quellschüttung;Bauen;;2686189.679;1198550.695
UR1204-Q1033;61350;Abluftschacht Huttegg;Wassertrübung;Wassertrübung;Bauen;;2686189.679;1198550.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;pH-Wert;pH-Wert;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Sauerstoff, gelöst;Sauerstoff, gelöst;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Wassertemperatur;Wassertemperatur;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Quellschüttung;Quellschüttung;Bauen;;2686194.679;1198547.695
UR1204-Q1008;61325;Abluftschacht Huttegg Seelisbergtunnel;Wassertrübung;Wassertrübung;Bauen;;2686194.679;1198547.695
UR1217-SB407;66005;Abschnitt Axen, Bohrung Ax-1;;;Morschach;;2690700.676;1200774.677
UR1217-SB408;65991;Abschnitt Axen, Bohrung Ax-2;;;Sisikon;;2690460.678;1200549.668
UR1201-SB489;66125;Abschnitt Axen, Bohrung Ax-3;;;Altdorf (UR);;2691230.627;1194084.623
UR1207-PB039;66065;Abschnitt Axen, Bohrung Ax-4;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690770.631;1196389.646
UR1207-PB039;66065;Abschnitt Axen, Bohrung Ax-4;Grundwasserspiegel;Grundwasserspiegel;Flüelen;;2690770.631;1196389.646
UR1207-PB039;66065;Abschnitt Axen, Bohrung Ax-4;Wassertemperatur;Wassertemperatur;Flüelen;;2690770.631;1196389.646
UR1203-Q1043;61249;Acher;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;pH-Wert;pH-Wert;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;Sauerstoff, gelöst;Sauerstoff, gelöst;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;Sauerstoff Sättigung;Sauerstoff, gelöst %;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;Wassertemperatur;Wassertemperatur;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;Quellschüttung;Quellschüttung;Attinghausen;;2690293.594;1190998.595
UR1203-Q1043;61249;Acher;Wassertrübung;Wassertrübung;Attinghausen;;2690293.594;1190998.595
UR1211-Q1104;62285;Acherli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;pH-Wert;pH-Wert;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;Sauerstoff, gelöst;Sauerstoff, gelöst;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;Wassertemperatur;Wassertemperatur;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;Quellschüttung;Quellschüttung;Isenthal;;2686668.654;1196529.644
UR1211-Q1104;62285;Acherli;Wassertrübung;Wassertrübung;Isenthal;;2686668.654;1196529.644
