station_no;station_id;station_name;parametertype_name;stationparameter_name;site_name;river_name;station_local_x;station_local_y
UR1204-Q1010;61327;Tablet;Sauerstoff, gelöst;Sauerstoff, gelöst;Bauen;;2686667.677;1198427.679
UR1204-Q1010;61327;Tablet;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bauen;;2686667.677;1198427.679
UR1204-Q1010;61327;Tablet;Wassertemperatur;Wassertemperatur;Bauen;;2686667.677;1198427.679
UR1204-Q1010;61327;Tablet;Quellschüttung;Quellschüttung;Bauen;;2686667.677;1198427.679
UR1204-Q1010;61327;Tablet;Wassertrübung;Wassertrübung;Bauen;;2686667.677;1198427.679
UR1204-Q5003;61353;Tabletwald;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bauen;;2686225.679;1198501.693
UR1204-Q5003;61353;Tabletwald;pH-Wert;pH-Wert;Bauen;;2686225.679;1198501.693
UR1204-Q5003;61353;Tabletwald;Wassertemperatur;Wassertemperatur;Bauen;;2686225.679;1198501.693
UR1204-Q5003;61353;Tabletwald;Quellschüttung;Quellschüttung;Bauen;;2686225.679;1198501.693
UR1204-Q5018;61368;Tabletwald;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bauen;;2686090.676;1198149.689
UR1204-Q5018;61368;Tabletwald;pH-Wert;pH-Wert;Bauen;;2686090.676;1198149.689
UR1204-Q5018;61368;Tabletwald;Wassertemperatur;Wassertemperatur;Bauen;;2686090.676;1198149.689
UR1204-Q5018;61368;Tabletwald;Quellschüttung;Quellschüttung;Bauen;;2686090.676;1198149.689
UR1203-Q1021;61227;Tafleten;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;pH-Wert;pH-Wert;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;Sauerstoff, gelöst;Sauerstoff, gelöst;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;Sauerstoff Sättigung;Sauerstoff, gelöst %;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;Wassertemperatur;Wassertemperatur;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;Quellschüttung;Quellschüttung;Attinghausen;;2690048.606;1189071.596
UR1203-Q1021;61227;Tafleten;Wassertrübung;Wassertrübung;Attinghausen;;2690048.606;1189071.596
UR1220-OG604;63483;Tal;Abfluss;Abfluss;Wassen;;2686170.468;1175214.671
UR1220-OG604;63483;Tal;Pegel;Pegel;Wassen;;2686170.468;1175214.671
UR1220-OG604;63483;Tal;Wassertemperatur;Wassertemperatur;Wassen;;2686170.468;1175214.671
UR1218-Q1120;63127;Tal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;pH-Wert;pH-Wert;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Wassertemperatur;Wassertemperatur;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Quellschüttung;Quellschüttung;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Wassertrübung;Wassertrübung;Spiringen;;2698131.693;1192103.633
UR1218-Q1120;63127;Tal;Wassertrübung;Wassertrübung;Spiringen;;2698131.693;1192103.633
SZOG011;43452;Talbach;;;Wollerau;;2704276;1228458
UR1214-Q1002;62466;Talberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;pH-Wert;pH-Wert;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;Wassertemperatur;Wassertemperatur;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;Quellschüttung;Quellschüttung;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1002;62466;Talberg;Wassertrübung;Wassertrübung;Seedorf (UR);;2687032.614;1190629.674
UR1214-Q1003;62467;Talberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;pH-Wert;pH-Wert;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;Wassertemperatur;Wassertemperatur;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;Quellschüttung;Quellschüttung;Seedorf (UR);;2687724.6;1191034.651
UR1214-Q1003;62467;Talberg;Wassertrübung;Wassertrübung;Seedorf (UR);;2687724.6;1191034.651
UR1205-Q1031;61444;Talberg, Riedertal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;pH-Wert;pH-Wert;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;Quellschüttung;Quellschüttung;Bürglen (UR);;2696085.659;1191009.64
UR1205-Q1031;61444;Talberg, Riedertal;Wassertrübung;Wassertrübung;Bürglen (UR);;2696085.659;1191009.64
UR1216-Q1105;62759;Talmatt;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;pH-Wert;pH-Wert;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;Sauerstoff, gelöst;Sauerstoff, gelöst;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;Sauerstoff Sättigung;Sauerstoff, gelöst %;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;Wassertemperatur;Wassertemperatur;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;Quellschüttung;Quellschüttung;Silenen;;2696685.636;1180644.54
UR1216-Q1105;62759;Talmatt;Wassertrübung;Wassertrübung;Silenen;;2696685.636;1180644.54
UR1214-Q1014;62478;Talmättli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;pH-Wert;pH-Wert;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;Sauerstoff, gelöst;Sauerstoff, gelöst;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;Wassertemperatur;Wassertemperatur;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;Quellschüttung;Quellschüttung;Seedorf (UR);;2688870.596;1192863.627
UR1214-Q1014;62478;Talmättli;Wassertrübung;Wassertrübung;Seedorf (UR);;2688870.596;1192863.627
UR1213-PB034;64556;Talstation Haldibahn (AlpTransit 95-1.4, Bergvaria;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2692802.632;1191215.606
UR1213-PB034;64556;Talstation Haldibahn (AlpTransit 95-1.4, Bergvaria;Grundwasserspiegel;Grundwasserspiegel;Schattdorf;;2692802.632;1191215.606
UR1213-PB034;64556;Talstation Haldibahn (AlpTransit 95-1.4, Bergvaria;Wassertemperatur;Wassertemperatur;Schattdorf;;2692802.632;1191215.606
UR1216-Q1044;62698;Tandli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;pH-Wert;pH-Wert;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;Sauerstoff, gelöst;Sauerstoff, gelöst;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;Wassertemperatur;Wassertemperatur;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;Quellschüttung;Quellschüttung;Silenen;;2694080.605;1185379.57
UR1216-Q1044;62698;Tandli;Wassertrübung;Wassertrübung;Silenen;;2694080.605;1185379.57
UR1201-PB027;65843;Tanklager Von Glenck (1201.27);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2691079.598;1191446.585
UR1201-PB027;65843;Tanklager Von Glenck (1201.27);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2691079.598;1191446.585
UR1201-PB027;65843;Tanklager Von Glenck (1201.27);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2691079.598;1191446.585
UR1201-PB028;65842;Tanklager Von Glenck (1201.28);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2691060.598;1191427.585
UR1201-PB028;65842;Tanklager Von Glenck (1201.28);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2691060.598;1191427.585
UR1201-PB028;65842;Tanklager Von Glenck (1201.28);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2691060.598;1191427.585
UR1201-PB029;65841;Tanklager Von Glenck (1201.29);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2691056.598;1191402.585
UR1201-PB029;65841;Tanklager Von Glenck (1201.29);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2691056.598;1191402.585
UR1201-PB029;65841;Tanklager Von Glenck (1201.29);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2691056.598;1191402.585
LUFGB094;346320;Tannenbach Buttisholz;;;Buttisholz;;;
LUFG379;38533;Tannenbach Buttisholz;MSK Klassifizierung;MSK Klassifizierung;Buttisholz;Tannenbach;2648275;1218314
LUFGB114;346392;Tannenbach vor ARA;;;Buttisholz;;;
UR1210-OG610;62180;Tannlen;Abfluss;Abfluss;Hospental;;2686860.393;1164569.614
UR1210-OG610;62180;Tannlen;Pegel;Pegel;Hospental;;2686860.393;1164569.614
UR1210-OG610;62180;Tannlen;Wassertemperatur;Wassertemperatur;Hospental;;2686860.393;1164569.614
UR1215-Q1066;62560;Tannwaldweg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;pH-Wert;pH-Wert;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;Sauerstoff, gelöst;Sauerstoff, gelöst;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;Wassertemperatur;Wassertemperatur;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;Quellschüttung;Quellschüttung;Seelisberg;;2686950.675;1201919.737
UR1215-Q1066;62560;Tannwaldweg;Wassertrübung;Wassertrübung;Seelisberg;;2686950.675;1201919.737
UR1206-PB017;65263;Taubach (1206.17, EAWAG: 71);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692090.628;1186207.554
UR1206-PB017;65263;Taubach (1206.17, EAWAG: 71);Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692090.628;1186207.554
UR1206-PB017;65263;Taubach (1206.17, EAWAG: 71);Wassertemperatur;Wassertemperatur;Erstfeld;;2692090.628;1186207.554
UR1206-SB410;65068;Taubach (FRÜHER 1206-409);;;Erstfeld;;2691823.625;1186005.558
UR1206-SB409;65069;Taubach (FRÜHER 1206-410);;;Erstfeld;;2691837.625;1186020.557
UR1206-SB500;65001;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 1);;;Erstfeld;;2692403.627;1186154.552
UR1207-SB484;64469;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 1);;;Flüelen;;2690176.623;1195156.629
UR1207-SB485;64468;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 2);;;Flüelen;;2690177.623;1195171.629
UR1206-SB501;65000;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 2);;;Erstfeld;;2692415.626;1186114.552
UR1206-SB502;64999;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 3);;;Erstfeld;;2692393.625;1186086.552
UR1206-SB503;64998;Techn. Altlastenuntersuchung, SBB Pool Uri (Bs 5);;;Erstfeld;;2692370.624;1186093.552
UR1207-PB040;64708;Techn. Altlastenuntersuchung, SBB Pool Uri (KB02/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690186.623;1195144.629
UR1207-PB040;64708;Techn. Altlastenuntersuchung, SBB Pool Uri (KB02/0;Grundwasserspiegel;Grundwasserspiegel;Flüelen;;2690186.623;1195144.629
UR1207-PB040;64708;Techn. Altlastenuntersuchung, SBB Pool Uri (KB02/0;Wassertemperatur;Wassertemperatur;Flüelen;;2690186.623;1195144.629
UR1206-SB504;64997;Techn. Altlastenuntersuchung, SBB Pool Uri (KB04-0;;;Erstfeld;;2692377.625;1186125.552
UR1206-PB106;65175;Techn. Altlastenuntersuchung, SBB Pool Uri (KB10/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692446.625;1186022.552
UR1206-PB106;65175;Techn. Altlastenuntersuchung, SBB Pool Uri (KB10/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692446.625;1186022.552
UR1206-PB106;65175;Techn. Altlastenuntersuchung, SBB Pool Uri (KB10/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692446.625;1186022.552
UR1206-PB107;65174;Techn. Altlastenuntersuchung, SBB Pool Uri (KB11/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692462.624;1185957.553
UR1206-PB107;65174;Techn. Altlastenuntersuchung, SBB Pool Uri (KB11/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692462.624;1185957.553
UR1206-PB107;65174;Techn. Altlastenuntersuchung, SBB Pool Uri (KB11/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692462.624;1185957.553
UR1206-PB108;65173;Techn. Altlastenuntersuchung, SBB Pool Uri (KB12/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692494.623;1185898.553
UR1206-PB108;65173;Techn. Altlastenuntersuchung, SBB Pool Uri (KB12/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692494.623;1185898.553
UR1206-PB108;65173;Techn. Altlastenuntersuchung, SBB Pool Uri (KB12/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692494.623;1185898.553
UR1206-PB109;65172;Techn. Altlastenuntersuchung, SBB Pool Uri (KB13/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692498.626;1185977.553
UR1206-PB109;65172;Techn. Altlastenuntersuchung, SBB Pool Uri (KB13/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692498.626;1185977.553
UR1206-PB109;65172;Techn. Altlastenuntersuchung, SBB Pool Uri (KB13/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692498.626;1185977.553
UR1206-PB110;65171;Techn. Altlastenuntersuchung, SBB Pool Uri (KB14/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692516.625;1185938.553
UR1206-PB110;65171;Techn. Altlastenuntersuchung, SBB Pool Uri (KB14/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692516.625;1185938.553
UR1206-PB110;65171;Techn. Altlastenuntersuchung, SBB Pool Uri (KB14/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692516.625;1185938.553
UR1206-SB512;64989;Techn. Altlastenuntersuchung, SBB Pool Uri (KB15/0;;;Erstfeld;;2692850.624;1185909.556
UR1206-SB513;64988;Techn. Altlastenuntersuchung, SBB Pool Uri (KB16/0;;;Erstfeld;;2692960.622;1185869.557
UR1206-SB514;64987;Techn. Altlastenuntersuchung, SBB Pool Uri (KB17/0;;;Erstfeld;;2692607.627;1185849.553
UR1206-PB111;65170;Techn. Altlastenuntersuchung, SBB Pool Uri (KB18/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692577.627;1185905.553
UR1206-PB111;65170;Techn. Altlastenuntersuchung, SBB Pool Uri (KB18/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692577.627;1185905.553
UR1206-PB111;65170;Techn. Altlastenuntersuchung, SBB Pool Uri (KB18/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692577.627;1185905.553
UR1206-SB515;64986;Techn. Altlastenuntersuchung, SBB Pool Uri (KB19/0;;;Erstfeld;;2692452.627;1186092.552
UR1206-SB505;64996;Techn. Altlastenuntersuchung, SBB Pool Uri (KB1a/0;;;Erstfeld;;2692391.626;1186123.552
UR1206-SB506;64995;Techn. Altlastenuntersuchung, SBB Pool Uri (KB1b/0;;;Erstfeld;;2692391.626;1186120.552
UR1206-SB507;64994;Techn. Altlastenuntersuchung, SBB Pool Uri (KB1c/0;;;Erstfeld;;2692387.626;1186129.552
UR1206-SB508;64993;Techn. Altlastenuntersuchung, SBB Pool Uri (KB2/04;;;Erstfeld;;2692388.625;1186120.552
UR1206-SB516;64985;Techn. Altlastenuntersuchung, SBB Pool Uri (KB20/0;;;Erstfeld;;2692434.626;1186085.552
UR1206-SB517;64984;Techn. Altlastenuntersuchung, SBB Pool Uri (KB21/0;;;Erstfeld;;2692412.625;1186064.552
UR1206-SB518;64983;Techn. Altlastenuntersuchung, SBB Pool Uri (KB22/0;;;Erstfeld;;2692418.624;1186017.552
UR1206-SB519;64982;Techn. Altlastenuntersuchung, SBB Pool Uri (KB23/0;;;Erstfeld;;2692454.624;1185981.553
UR1206-SB520;64981;Techn. Altlastenuntersuchung, SBB Pool Uri (KB24/0;;;Erstfeld;;2692449.623;1185944.553
UR1206-SB521;64980;Techn. Altlastenuntersuchung, SBB Pool Uri (KB25/0;;;Erstfeld;;2692510.627;1186013.552
UR1206-SB509;64992;Techn. Altlastenuntersuchung, SBB Pool Uri (KB2a/0;;;Erstfeld;;2692383.625;1186128.552
UR1206-SB510;64991;Techn. Altlastenuntersuchung, SBB Pool Uri (KB3/04;;;Erstfeld;;2692383.626;1186133.552
UR1206-SB522;64979;Techn. Altlastenuntersuchung, SBB Pool Uri (KB30/0;;;Erstfeld;;2692434.626;1186085.552
UR1206-PB102;65179;Techn. Altlastenuntersuchung, SBB Pool Uri (KB31/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692417.626;1186095.552
UR1206-PB102;65179;Techn. Altlastenuntersuchung, SBB Pool Uri (KB31/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692417.626;1186095.552
UR1206-PB102;65179;Techn. Altlastenuntersuchung, SBB Pool Uri (KB31/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692417.626;1186095.552
UR1206-PB103;65178;Techn. Altlastenuntersuchung, SBB Pool Uri (KB32/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692398.624;1186069.552
UR1206-PB103;65178;Techn. Altlastenuntersuchung, SBB Pool Uri (KB32/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692398.624;1186069.552
UR1206-PB103;65178;Techn. Altlastenuntersuchung, SBB Pool Uri (KB32/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692398.624;1186069.552
UR1206-PB112;65169;Techn. Altlastenuntersuchung, SBB Pool Uri (KB33/0;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692543.627;1185951.553
UR1206-PB112;65169;Techn. Altlastenuntersuchung, SBB Pool Uri (KB33/0;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692543.627;1185951.553
UR1206-PB112;65169;Techn. Altlastenuntersuchung, SBB Pool Uri (KB33/0;Wassertemperatur;Wassertemperatur;Erstfeld;;2692543.627;1185951.553
UR1206-SB511;64990;Techn. Altlastenuntersuchung, SBB Pool Uri (KB3a/0;;;Erstfeld;;2692380.626;1186143.552
UR1206-PB098;65183;Techn. Altlastenuntersuchung, SBB Pool Uri (KB5/04;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692351.625;1186126.552
UR1206-PB098;65183;Techn. Altlastenuntersuchung, SBB Pool Uri (KB5/04;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692351.625;1186126.552
UR1206-PB098;65183;Techn. Altlastenuntersuchung, SBB Pool Uri (KB5/04;Wassertemperatur;Wassertemperatur;Erstfeld;;2692351.625;1186126.552
UR1206-PB099;65182;Techn. Altlastenuntersuchung, SBB Pool Uri (KB6/04;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692383.626;1186159.552
UR1206-PB099;65182;Techn. Altlastenuntersuchung, SBB Pool Uri (KB6/04;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692383.626;1186159.552
UR1206-PB099;65182;Techn. Altlastenuntersuchung, SBB Pool Uri (KB6/04;Wassertemperatur;Wassertemperatur;Erstfeld;;2692383.626;1186159.552
UR1206-PB101;65180;Techn. Altlastenuntersuchung, SBB Pool Uri (KB7/04;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692369.625;1186143.552
UR1206-PB101;65180;Techn. Altlastenuntersuchung, SBB Pool Uri (KB7/04;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692369.625;1186143.552
UR1206-PB101;65180;Techn. Altlastenuntersuchung, SBB Pool Uri (KB7/04;Wassertemperatur;Wassertemperatur;Erstfeld;;2692369.625;1186143.552
UR1206-PB104;65177;Techn. Altlastenuntersuchung, SBB Pool Uri (KB8/04;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692465.627;1186065.552
UR1206-PB104;65177;Techn. Altlastenuntersuchung, SBB Pool Uri (KB8/04;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692465.627;1186065.552
UR1206-PB104;65177;Techn. Altlastenuntersuchung, SBB Pool Uri (KB8/04;Wassertemperatur;Wassertemperatur;Erstfeld;;2692465.627;1186065.552
UR1206-PB105;65176;Techn. Altlastenuntersuchung, SBB Pool Uri (KB9/04;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2692449.626;1186060.552
UR1206-PB105;65176;Techn. Altlastenuntersuchung, SBB Pool Uri (KB9/04;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2692449.626;1186060.552
UR1206-PB105;65176;Techn. Altlastenuntersuchung, SBB Pool Uri (KB9/04;Wassertemperatur;Wassertemperatur;Erstfeld;;2692449.626;1186060.552
UR1207-PB041;64707;Techn. Altlastenuntersuchungen, SBB Pool Uri (KB01;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690175.623;1195161.629
UR1207-PB041;64707;Techn. Altlastenuntersuchungen, SBB Pool Uri (KB01;Grundwasserspiegel;Grundwasserspiegel;Flüelen;;2690175.623;1195161.629
UR1207-PB041;64707;Techn. Altlastenuntersuchungen, SBB Pool Uri (KB01;Wassertemperatur;Wassertemperatur;Flüelen;;2690175.623;1195161.629
UR1219-Q1005;63212;Teif Läger;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;pH-Wert;pH-Wert;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;Wassertemperatur;Wassertemperatur;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;Quellschüttung;Quellschüttung;Unterschächen;;2704525.731;1195779.674
UR1219-Q1005;63212;Teif Läger;Wassertrübung;Wassertrübung;Unterschächen;;2704525.731;1195779.674
UR1214-Q1016;62480;Teif Tal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;pH-Wert;pH-Wert;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;Sauerstoff, gelöst;Sauerstoff, gelöst;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;Wassertemperatur;Wassertemperatur;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;Quellschüttung;Quellschüttung;Seedorf (UR);;2688633.596;1193079.632
UR1214-Q1016;62480;Teif Tal;Wassertrübung;Wassertrübung;Seedorf (UR);;2688633.596;1193079.632
UR1213-Q1045;62406;Teiftal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;pH-Wert;pH-Wert;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;Sauerstoff, gelöst;Sauerstoff, gelöst;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;Sauerstoff Sättigung;Sauerstoff, gelöst %;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;Wassertemperatur;Wassertemperatur;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;Quellschüttung;Quellschüttung;Schattdorf;;2693078.639;1190787.608
UR1213-Q1045;62406;Teiftal;Wassertrübung;Wassertrübung;Schattdorf;;2693078.639;1190787.608
UR1213-Q1046;62407;Teiftal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;pH-Wert;pH-Wert;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;Sauerstoff, gelöst;Sauerstoff, gelöst;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;Sauerstoff Sättigung;Sauerstoff, gelöst %;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;Wassertemperatur;Wassertemperatur;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;Quellschüttung;Quellschüttung;Schattdorf;;2693114.64;1190753.608
UR1213-Q1046;62407;Teiftal;Wassertrübung;Wassertrübung;Schattdorf;;2693114.64;1190753.608
UR1213-Q1047;62408;Teiftal;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2693115.64;1190752.608
